,name,location,lat,lon,formatted_address,about,overallRating,overallRatingCnt,Airport Lounges,Airport Shops,Amusement and Theme Parks,Antique Shops,Aquariums,Architectural Buildings,Arenas and Stadiums,Art Galleries,Art Museums,Auto Racing Tracks,Bars and Clubs,Battlefields,Beaches,Biking Trails,Bodies of Water,Bowling Alleys,Breweries,Bridges,Bus Services,Casinos,Cemeteries,Children's Museums,Churches and Cathedrals,Cigar Bars,Civic Centres,Comedy Clubs,Convention Centers,Cooking Classes,Cultural Events,Dams,Dance Clubs and Discos,Department Stores,Distilleries,Educational sites,Escape Games,Factory Outlets,Farmers Markets,Farms,Ferries,Flea and Street Markets,Food and Drink Festivals,Forests,Fountains,Game and Entertainment Centers,Gardens,Gay Bars,Gear Rentals,Golf Courses,Government Buildings,Health Clubs,Hiking Trails,Historic Sites,Historic Walking Areas,History Museums,Hot Springs and Geysers,Islands,Jazz Bars,Jogging Paths and Tracks,Karaoke Bars,Lessons and Workshops,Libraries,Lighthouses,Lookouts,Marinas,Military Bases and Facilities,Military Museums,Miniature Golf,Missions,Monuments and Statues,Movie Theaters,Mysterious Sites,National Parks,Natural History Museums,Nature and Wildlife Areas,Neighborhoods,Observation Decks and Towers,Observatories and Planetariums,Onsen Resorts,Operas,Other Fun and Games,Other Outdoor Activities,Paint and Pottery Studios,Parks,Piers and Boardwalks,Playgrounds,Points of Interest and Landmarks,Public Transportation Systems,Religious Sites,Scenic Drives,Scenic Walking Areas,Science Museums,Seasonal Fireworks,Shooting Ranges,Shopping Malls,Ski and Snowboard Areas,Spas,Speciality Museums,Speciality and Gift Shops,Sporting Events,Sports Camps and Clinics,Sports Complexes,Symphonies,Taxis and Shuttles,Theaters,Theatre and Performances,Thermal Spas,Trams,Universities and Schools,Visitor Centers,Volcanos,Water Parks,Waterfalls,Wine Bars,Wineries and Vineyards,Yoga and Pilates,Zoos
1026,Made Suits,"138 Robinson Road #02-09 Oxley Tower, Singapore 068906 Singapore",1.278646,103.8484196,"138 Robinson Rd, #02 09, Singapore 068906","YOUR TRUSTED MADE MAN Understanding how revolutionising the way men shop for clothing nowadays and people in Asia, who do not like to wear too much nor look like they would dress too casually. While they have no idea what they want nor what they would like and what would suit them. We are here to help you become the Made Man you want to be. We understand time is valuable for you in this modern day and age, therefore, we address this with simplicity yet contemporary style that would suit the majority of our clients while providing detailed consultation combine with impeccable sharp, tailored apparel at the most convenient and effortless way possible. We take pride in our products and it is always important to us that we deliver goods that adhere to the highest standards while educating our clients with an understanding of contemporary style suits to look their best and become the Made Man they want to be in their life.",5.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,The Past Perfect Collection,"315 Outram Road Tan Boon Liat Building #11-05 Tan Boon Liat Building, Singapore 169074 Singapore",1.2873156,103.8340344,"315 Outram Rd, Tan Boon Liat Building, Singapore 169074","The Past Perfect Collection is a top-quality antique store based in Singapore. We offer an unrivaled choice of antique colonial furniture spanning the British, Dutch and Portuguese era in India. We also have stylish accessories such as antique maps, decorative silver and Good Earth tableware to add the finishing touch to your home.",5.0,13,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,Wildflower Studio,"56a Niven Road, Singapore 228405 Singapore",1.3036737,103.849739,"56A Niven Rd, Singapore 228405","Looking for the best art jamming experience in Singapore? We combine two well-loved interests of a Cat Cafe concept with Art Jamming into a fun experience! As part of our efforts to give back, our studio works with cat rescue groups to run a fostering program. Our main objective is to help socialise our fosters and increase their chances of being adopted into forever homes! Come meet our lovely resident cats, foster kittens and help out in our adoption efforts! You might just fall in love with one and bring them home!",5.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,Far East Plaza,"14 Scotts Road Far East Plaza, Singapore 228213 Singapore",1.3071502,103.8337132,"14 Scotts Rd, Singapore 228213",,3.5,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,Airzone,"180 Kitchener Road City Square Mall City Square Mall, #02-K4/K10, Singapore 208539 Singapore",1.3114516,103.8561608,"180 Kitchener Rd, Singapore 208539","Have you ever wanted to feel what it is like to walk on the moon? AIRZONE is a world’s first concept that premiered in Singapore. Creating a truly unique experience for young and old alike. The AIRZONE attraction is an elevated playground with distinct themed zones containing unique games. Sitting in the atrium space, explore the ball pit, relax and play with your friends, get lost in the maze or go all the way to LVL 6 and enjoy the slide. Come and explore the fun!",4.5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,Yoga Mala,"49A Circular Road, Singapore 049404 Singapore",1.2860325,103.8495578,"49A Circular Rd, Singapore 049404","Yoga Mala is a yoga studio located in the heart of Singapore.Yoga Mala practices thoughtful and reflexive yoga to promote both physical and mental well-being.Yoga Mala runs day-to-day yoga classes, teacher training programmes and also focus on community outreach and engagement with all walks of life in an effort to create a more positive environment.",4.5,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1032,Singapore Cruise Centre,"Singapore Cruise Centre Pte Ltd 1 Maritime Square #07-01 HarbourFront Centre, Singapore 099253 Singapore",1.26421,103.820236,"1 Maritime Square, Singapore 099253",Travel information about the Singapore Cruise Centre@HarbourFront,3.5,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,Poppy Fabric,"111 Arab Street, Singapore 199807 Singapore",1.3016122,103.8586847,"111 Arab St, Singapore 199807","Silk specialists with tailoring services for both men and women From all shades and hues to textures, our complete range of silk is immense. Solid, Check, Stripe, Embroidery, Jacquard and Ikat – Poppy has them all, with Ikat being its bestselling quality.",4.5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,Heng Heng Massage,"14 Scotts Road Floor 03 Far East Plaza 59 Far East plaza, Singapore 228213 Singapore",1.3060951,103.8337401,"14 Scotts Rd, #03, Singapore 228213","Heng Heng Massage offers massage relaxation experience for everyone to feel at home. - foot reflexology and foot massage - full body massage - head massage - shoulder massage - back massage Centrally located at Far East plaza orchard, 6 mins away from Orchard mrt and major hotels such as goodwood park hotel, Hyatt hotel, Royal plaza, York hotel, Singapore Marriott, The Quincy hotel and more.",5.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,Climb Central,"1 Stadium Walk Kallang Theatre Kallang Wave, Singapore 397688 Singapore",1.3019742,103.8756485,"1A Stadium Walk, Singapore 397689",,4.5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,MST Transport,,nil,nil,nil,"We provide private charter land transport service with friendly and great driver, clean and comfort vehicle to visit Singapore, Johor Bahru, Malacca, Kuala Lumpur, Genting Highlands, Cameron Highlands, Ipoh and Penang. Ideal for a group more than 3pax and less than 14 pax with luggage",5.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,Little Guilin,"Bukit Batok East Avenue 5, Singapore 650242 Singapore",1.3532617,103.7549128,"Bukit Batok East Ave 5, Singapore",,4.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,Rui Transport Services,"Tiong Bahru, Singapore 090037 Singapore",1.285801,103.832029,"20 Tiong Bahru Rd, Singapore 163020","We are a home-grown local company providing Limo-Bus Services. We value all our travelers, young and old. We aim not only to make travelling simpler for you but also to enhance your travelling experience. We provide ground transfer services to and fro airports and ports. We also provide transport to attractions and hourly disposal for a half day or full day city / heritage tour.",5.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,The Single Cask,"30 Victoria Street Chijmes #01-25 Chijmes, Caldwell House, Singapore 187996 Singapore",1.2951699,103.8521957,"30 Victoria St, Singapore 187996",,4.5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1040,Willow Stream Spa,"80 Bras Basah Road Level 6, Fairmont Singapore, Singapore 189560 Singapore",1.293396,103.8534619,"80 Bras Basah Rd, #6, Singapore 189560","In adherence to mandatory social distancing guidelines, please note the following: - Entry to Spa and Fitness Centre will be via appointment only - Each visit cannot extend beyond 2.5 hours - Designated time slots are available for booking on a first-come-first-serve basis. Please call Willow Stream Spa for reservations - Swimming pool and tennis courts are opened daily from 7:00am to 9:00pm - Please note that access to the swimming pool and tennis courts will be via Willow Stream Spa on Level 6 Singapore. Located in the heart of Singapore, the spa and hotel are minutes away from world-class shopping, exciting nightlife, the business and cultural districts and many of the area's most beautiful sites and green spaces. Shop Gift Vouchers: https://bit.ly/3hAUP5n",4.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,Mystery Singapore,"93 Robertson Quay #13-02 Rivergate, Singapore 238255 Singapore",1.291715,103.836966,"93 Robertson Quay, #13 02, Singapore 238255","Real Life Adventure Games. Indoor ClueBox - escape room style game for a tasty, challenging and extremely fun evening with family or friends! Outdoor Quests -Journey across Singapore, solving a trail of clues sent to your phone, in a treasure hunt / escape game style experience. Uncover the secret locations and play a role in the story, collecting clues, and solving mystery puzzles.",5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,St. Gregory Spa,"3 Upper Pickering Street Parkroyal On Pickering St. Gregory Spa at PARKROYAL COLLECTION Pickering, Level 5, Singapore 058289 Singapore",1.285678,103.846301,"3 Upper Pickering St, Singapore 058289",,5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,Yunomori Onsen &amp; Spa,"1 Stadium Place #02-17/18 Kallang Wave Mall, Singapore 397628 Singapore",1.3035424,103.8726529,"1 Stadium Pl, #02-17/18 Wave Mall, Singapore 397628","Yunomori Onsen &amp; Spa is the No.1 Onsen in South East Asia and the First Authentic super-sento style Japanese Onsen in Singapore. Located right in the heart of the city, Yunomori provides a holistic retreat from the hectic nature of urban life. Our Japanese hospitality, exceptional service and all-encompassing facilities provide an essential escape that nurtures visitors back to perfect health.",3.5,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,Swuk Aesthetics &amp; Spa,"Blk 123 Lorong 1 Toa Payoh #01-499, Singapore 310123 Singapore",1.3386519,103.8456788,"123 Lor 1 Toa Payoh, #01 499, Singapore 310123","SWUK Aesthetics introduces a redefining treatment that tailors to individual needs. We offer award winning CACI Non-Surgical Face Lift, High Performance Facial, Oriental Gua Sha Facials, Relaxing Spa Massages, Oriental Deep Tissue Massages, Fusion Massages, Body Scrubs, Hot Stone Massage.",5.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
